Age_Months,Avg_Runtime_Minutes,Std_Dev_Minutes
0.0,387.35,67.11724608639884
0.2,365.2333333333333,75.07341591920391
0.4,354.83333333333337,57.39715440100958
0.6000000000000001,361.9,70.46260631632134
0.8,346.6666666666667,46.41742967655337
1.0,383.05,77.38148823990285
1.2000000000000002,338.9833333333333,74.07182887801093
1.4000000000000001,332.8666666666667,50.00804379741767
1.6,329.4666666666667,63.841026516392006
1.8,341.28333333333336,59.934410909853035
2.0,322.66666666666663,35.52714142423758
2.2,320.08333333333337,58.419947601635
2.4000000000000004,420.4333333333334,73.31905921685333
2.6,385.3333333333333,76.68456312858684
2.8000000000000003,363.83333333333337,60.892254570402194
3.0,348.65,71.41216244061262
3.2,411.8333333333333,79.4584098059412
3.4000000000000004,346.85,54.926033596707725
3.6,350.53333333333336,82.46685529485299
3.8000000000000003,371.56666666666666,51.41504319425072
4.0,357.65,43.044192407338755
4.2,389.68333333333334,83.11078449876408
4.4,354.23333333333335,48.10903126117683
4.6000000000000005,306.6,37.395127430663415
4.800000000000001,341.96666666666664,79.22951189774903
5.0,366.75,59.44587874697454
5.2,386.9,83.53366586792019
5.4,351.06666666666666,58.69891159316517
5.6000000000000005,346.95,81.58213482265722
5.800000000000001,334.7833333333333,73.00673675155679
6.0,381.35,83.07474713239344
6.2,360.18333333333334,79.70133311306658
6.4,365.41666666666663,68.62544272271684
6.6000000000000005,390.7,80.56387390001662
6.800000000000001,315.85,32.637950813942545
7.0,373.3666666666667,71.55354638311088
7.2,324.7,49.746792191389915
7.4,338.6333333333333,49.174620825516634
7.6000000000000005,323.2,50.95808735290863
7.800000000000001,334.75,30.909657785948458
8.0,321.04999999999995,59.875335768021664
8.200000000000001,395.1,90.92644157657207
8.4,359.28333333333336,50.48223284813513
8.6,339.90000000000003,69.7475686553541
8.8,370.01666666666665,70.14360072182082
9.0,331.0833333333333,55.25226239711819
9.200000000000001,372.35,68.63795718599634
9.4,333.0666666666667,55.04564772380586
9.600000000000001,335.6166666666667,40.78316986753782
9.8,320.6,83.59011105786777
10.0,342.6333333333333,63.957703037068
10.200000000000001,358.26666666666665,45.45047365600886
10.4,353.33333333333337,47.93149046063327
10.600000000000001,345.50000000000006,59.44250256433615
10.8,309.6,59.09705764437196
11.0,334.0166666666667,53.214474325861545
11.200000000000001,376.9166666666667,56.04230792693835
11.4,336.2333333333334,38.8440757673834
11.600000000000001,336.91666666666663,50.0211760712956
11.8,337.8666666666667,54.78664679159207
12.0,350.96666666666664,42.60814997678783
12.200000000000001,386.93333333333334,80.78012681897007
12.4,337.9666666666667,56.45351086415165
12.600000000000001,308.2,50.83244807972343
12.8,313.26666666666665,51.32901496987623
13.0,347.2833333333333,63.32162391754933
13.200000000000001,366.59999999999997,75.96688606082112
13.4,356.59999999999997,74.92270832145766
13.600000000000001,315.18333333333334,42.356388079144686
13.8,340.21666666666664,121.1014966876958
14.0,341.25,68.123468382375
14.200000000000001,347.59999999999997,57.862202208734196
14.4,336.9666666666667,44.30768681742606
14.600000000000001,331.0,47.60269600208235
14.8,314.6333333333333,49.23936997520942
15.0,373.9833333333333,105.67997944528356
15.200000000000001,311.45,37.117085763237874
15.4,303.5833333333333,52.37616347156405
15.600000000000001,316.35,57.70020460198656
15.8,334.9,38.627436996115726
16.0,327.85,65.2277399237131
16.2,300.5166666666667,54.169920415095476
16.400000000000002,350.0833333333333,55.24064777558883
16.6,332.83333333333337,67.67413751861851
16.8,323.8833333333333,68.69926612902546
17.0,382.8833333333333,109.83052727826733
17.2,298.24999999999994,59.21900267462951
17.400000000000002,355.51666666666665,74.26512004673226
17.6,349.93333333333334,64.5756317988622
17.8,324.4,52.33605088485586
18.0,352.4333333333333,102.77202926866823
18.2,348.06666666666666,62.78810042958424
18.400000000000002,353.7333333333333,69.28616985613604
18.6,322.31666666666666,64.81651238517681
18.8,307.8166666666667,57.19467001196683
19.0,348.91666666666663,61.14387631734768
19.200000000000003,352.6166666666667,40.60822645173703
19.400000000000002,312.3,39.787058197358604
19.6,314.15000000000003,65.29414002973178
19.8,324.45,94.90237820459974
20.0,285.6,31.362946998718794
20.200000000000003,322.05,56.86734319644468
20.400000000000002,346.68333333333334,71.31609799570735
20.6,345.7833333333333,77.86798122463429
20.8,299.15,77.71705983173122
21.0,339.3666666666667,62.26046542996251
21.200000000000003,354.6833333333333,96.6929978505855
21.400000000000002,333.25,60.556780058975335
21.6,314.33333333333337,87.81691813717396
21.8,334.08333333333337,56.6632474458631
22.0,337.69999999999993,76.09748134246406
22.200000000000003,327.6,63.47261876851571
22.400000000000002,330.55,62.68625801915795
22.6,322.35,79.96063093798097
22.8,342.1333333333333,97.75146489382595
23.0,355.51666666666665,67.59912269318953
23.200000000000003,321.0,67.27823653389788
23.400000000000002,336.6166666666667,50.95733782074744
23.6,298.2833333333333,23.033194645023855
23.8,332.68333333333334,64.33952690393536
24.0,316.6166666666667,68.57603444352844
24.200000000000003,308.51666666666665,56.66070802004978
24.400000000000002,342.75,71.63434348597514
24.6,319.56666666666666,49.16277950735586
24.8,320.16666666666663,55.27019490145159
25.0,328.9,65.71424672186559
25.200000000000003,291.1666666666667,49.84704382185345
25.400000000000002,347.4666666666667,89.57488487293746
25.6,319.3833333333333,61.00314427233331
25.8,323.41666666666663,58.76701881157492
26.0,347.46666666666664,61.751599169576174
26.200000000000003,336.23333333333335,61.600604253890594
26.400000000000002,323.01666666666665,49.39126384740974
26.6,324.16666666666663,67.65952343248593
26.8,359.6833333333333,95.1312674968412
27.0,302.1833333333333,51.38900930916822
27.200000000000003,360.26666666666665,71.87818398744734
27.400000000000002,330.29999999999995,60.64490452168628
27.6,324.31666666666666,65.34338570624847
27.8,344.55,57.6974412103537
28.0,341.83333333333337,76.97102629489156
28.200000000000003,330.9,73.3958142917943
28.400000000000002,310.78333333333336,68.60446414046245
28.6,339.9166666666667,71.78228077550429
28.8,323.3833333333333,73.76324928068479
29.0,336.95000000000005,70.54962989114668
29.200000000000003,308.2166666666667,47.79272666653601
29.400000000000002,301.26666666666665,56.157823240498836
29.6,312.4333333333334,67.36188338618017
29.8,297.2166666666667,63.42187013255845
30.0,278.9166666666667,47.15996713315224
30.200000000000003,325.6333333333333,47.45236207678883
30.400000000000002,321.18333333333334,66.49170583196408
30.6,295.15,64.71572237271421
30.8,334.85,65.35218478027767
31.0,312.7,65.41150935084404
31.200000000000003,341.05,71.03234982894922
31.400000000000002,284.55,30.87565114023239
31.6,289.25,29.836708375198942
31.8,346.43333333333334,89.0481205740906
32.0,315.2833333333333,58.54661248384344
32.2,305.8833333333333,56.800726227751696
32.4,310.4,45.08037266926705
32.6,342.4666666666667,90.54540911118085
32.800000000000004,310.6166666666667,46.058962814587524
33.0,314.65000000000003,43.22855601978345
33.2,325.4333333333334,76.86598004897152
33.4,296.6333333333333,47.886834191548814
33.6,291.7666666666667,48.16921561882997
33.800000000000004,312.78333333333336,72.31336321870253
34.0,364.9333333333333,90.47618471177927
34.2,284.0833333333333,68.95861278896044
34.4,345.1333333333333,67.95201738481843
34.6,308.0,38.831473489082704
34.800000000000004,379.5,85.55677127563376
35.0,284.75,26.539619230292075
35.2,311.46666666666664,60.4265761988143
35.4,310.35,55.304734075042
35.6,307.1166666666667,80.00996639308269
35.800000000000004,308.75,63.938479546097014
36.0,317.4,79.74693306537458
36.2,282.7,40.713142841102304
36.4,340.1333333333333,67.17323375670799
36.6,295.3666666666667,61.00973510660228
36.800000000000004,321.1166666666667,51.787173980522326
37.0,352.8,66.19939576763522
37.2,327.43333333333334,46.36600766366095
37.4,274.54999999999995,37.020643640481936
37.6,288.6333333333333,76.04004062188407
37.800000000000004,344.35,74.70476892407873
38.0,315.3666666666667,70.6096782790197
38.2,312.5166666666667,54.509757026711384
38.400000000000006,335.5666666666667,91.1736194789309
38.6,324.8333333333333,65.84974478985389
38.800000000000004,297.8666666666667,54.68504772279572
39.0,274.28333333333336,35.293534976127155
39.2,270.8333333333333,55.51326167882971
39.400000000000006,309.91666666666663,54.377142358817565
39.6,287.41666666666663,48.04761816272593
39.800000000000004,338.3833333333334,63.782096495280975
40.0,281.91666666666663,49.171200355944585
40.2,288.23333333333335,61.294743294637875
40.400000000000006,283.71666666666664,51.44333722110614
40.6,285.33333333333337,71.70340143799162
40.800000000000004,301.8666666666667,64.52169316508122
41.0,325.45000000000005,35.02848444084074
41.2,261.28333333333336,37.53931642661834
41.400000000000006,326.58333333333337,71.03884891772638
41.6,284.05,57.02528922426533
41.800000000000004,312.7166666666667,74.89147889520616
42.0,328.01666666666665,50.806520250849694
42.2,298.78333333333336,57.15486029687725
42.400000000000006,311.76666666666665,46.84040278790665
42.6,284.7833333333333,67.32747705555784
42.800000000000004,288.21666666666664,73.59098865425787
43.0,298.84999999999997,46.62238673045863
43.2,280.9,43.98466904628374
43.400000000000006,263.8666666666667,58.83648716759203
43.6,290.1333333333334,45.22725333738989
43.800000000000004,315.34999999999997,71.22505216253305
44.0,311.34999999999997,40.869742271432706
44.2,308.24999999999994,60.576913919413236
44.400000000000006,301.83333333333337,54.23421429319318
44.6,340.50000000000006,81.70628290815013
44.800000000000004,312.45,84.65269077563663
45.0,300.51666666666665,83.58550013808217
45.2,258.26666666666665,27.555217291830594
45.400000000000006,291.15,53.881889866220874
45.6,312.9166666666667,61.90944327537331
45.800000000000004,275.75,74.15824858593501
46.0,273.85,58.71903202729267
46.2,290.5166666666667,86.26823317743072
46.400000000000006,290.9833333333333,48.35582522647435
46.6,305.9333333333333,48.84995166607412
46.800000000000004,285.1166666666667,49.267131820086476
47.0,313.76666666666665,59.48674922479235
47.2,332.2666666666667,79.28798423748988
47.400000000000006,287.7,50.10110888105284
47.6,315.5666666666667,75.39599900967336
47.800000000000004,237.7666666666667,23.915034787532484
48.0,281.8833333333333,65.90089571132971
48.2,276.35,40.69817426972478
48.400000000000006,283.85,42.87426384207664
48.6,283.1833333333333,41.75520260332171
48.800000000000004,282.96666666666664,55.96029346281561
49.0,326.5666666666667,77.64893216694398
49.2,288.85,56.51324574331619
49.400000000000006,270.96666666666664,41.675052489469046
49.6,321.99999999999994,98.2270046598411
49.800000000000004,276.6333333333333,49.49465739967407
50.0,285.16666666666663,65.54103888235049
50.2,328.6333333333333,91.64680997054823
50.400000000000006,269.58333333333337,47.085575167867376
50.6,280.05,41.74512945642082
50.800000000000004,253.85,42.459945177124816
51.0,303.33333333333337,54.783969674835845
51.2,273.2,58.610143225288994
51.400000000000006,273.01666666666665,63.258484279449284
51.6,258.45,55.57322746710966
51.800000000000004,318.21666666666664,33.73154227788057
52.0,315.15,60.00765923335675
52.2,299.06666666666666,65.09250682255559
52.400000000000006,258.1333333333333,50.28152963288033
52.6,308.51666666666665,59.12470107981754
52.800000000000004,270.90000000000003,27.606983818511498
53.0,261.08333333333337,64.69038439624032
53.2,269.9166666666667,44.84214597402264
53.400000000000006,302.31666666666666,48.67222856345632
53.6,277.21666666666664,58.955211342547535
53.800000000000004,277.18333333333334,59.01616774711448
54.0,309.6166666666667,56.7872760591862
54.2,253.0,38.71412317660485
54.400000000000006,326.43333333333334,73.05995255039977
54.6,271.3833333333333,58.453355098079896
54.800000000000004,269.6166666666667,66.93106113341133
55.0,304.59999999999997,73.0201342096822
55.2,284.79999999999995,50.84151846670199
55.400000000000006,274.6,50.562348749945464
55.6,285.41666666666663,61.31377632038877
55.800000000000004,307.33333333333337,75.65818601520334
56.0,274.91666666666663,72.14754365573062
56.2,270.24999999999994,63.48798005222021
56.400000000000006,312.15000000000003,41.34962380589319
56.6,281.08333333333337,58.38427537540489
56.800000000000004,286.71666666666664,73.03815783547665
57.0,272.53333333333336,37.393017767730086
57.2,266.3666666666667,38.05863896673133
57.400000000000006,305.4833333333333,75.04629867251579
57.6,307.4666666666667,74.58320484160254
57.800000000000004,257.6333333333333,56.940797715209825
58.0,282.75,47.40940190393556
58.2,310.1333333333333,82.50322552617092
58.400000000000006,243.33333333333331,43.11805499633149
58.6,257.16666666666663,63.81239865592127
58.800000000000004,288.78333333333336,34.97443907897436
59.0,265.75,90.32153213197098
59.2,294.81666666666666,69.2937166463646
59.400000000000006,300.15,76.9933059860834
59.6,268.73333333333335,55.155799533886025
59.800000000000004,260.9,59.40231009350095
60.0,274.3833333333333,53.32515822761334
